co_code|company_name|owner_code|owner_gp_name|co_industry_gp_code|co_industry_name|incorporation_year|nse_symbol|bse_scrip_id
242416|SURANA CORPORATION LTD.|020101030989|Surana Udyog Group|0101040401000000|Wholesale trading|1991|SURANACORP|SURANACORP
242431|SURANA INDUSTRIES LTD.|020101030903|Surana Group|0101040401000000|Wholesale trading|1991|SURANAIND|SURANAIND
242443|SURANA SECURITIES LTD.|020101030989|Surana Udyog Group|0102040000000000|Other fund based financial services|1993|NA|CUPID TEXT
242446|P M TELELINNKS LTD.|020101030989|Surana Udyog Group|0101040401000000|Wholesale trading|1980|NA|PMTELELIN
242448|SURANA TELECOM & POWER LTD.|020101030989|Surana Udyog Group|0101030110000000|Renewable electricity|1989|SURANAT&P|SURANAT&P
242478|TORRENT POWER S E C LTD. [MERGED]|020101020454|Torrent Group|0101030210000000|Electricity distribution|1981|TORRENTSEC|SURAT ELEC
242508|SURAT TEXTILE MILLS LTD.|020101020204|Garden Vareli Group|0101011510000000|Man-made filaments & fibres|1945|NA|SURATEX
242548|SURBHI INDUSTRIES LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1992|NA|SURBHIN
242600|SUREKA COATED TUBES & SHEETS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1974|NA|SUREKHA CO(P
242923|SURGIPLAST LTD.|020102000000|Private (Indian)|0101012045400000|Plastic furniture, floorings & miscellaneous items|1970|NA|SURGI PLAST.
243029|SURLUX DIAGNOSTIC LTD.|020101030994|Surlux Group|0101041515000000|Health services|1985|NA|SURLUX DIAGN
243030|SURLUX HEALTH CENTRES LTD.|020101030994|Surlux Group|0101014010900000|Other electronics|1985|NA|SURLUX HEAL
243032|SURLUX MEDIEQUIP LTD.|020101030994|Surlux Group|0101041515000000|Health services|1986|NA|SURLUX MEDI
243147|SURYA AGROILS LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1987|SURYAGROIL|SURYAGRO
243185|SURYA CREDIT LTD.|020102000000|Private (Indian)|NA|NA|1988|NA|NA
243223|SURYA FUNCITY LTD.|020102000000|Private (Indian)|0101041520900000|Other recreational & allied services|1993|NA|SURFUNC
243226|TIRUPATI FINCORP LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|TIRUFIN
243241|SURYA INDIA LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1985|NA|SURYAINDIA
243243|EQUILATERAL ENTERPRISES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1988|NA|SURINDL
243264|SUERYAA KNITWEAR LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1995|NA|SUERYAAKNI
243275|SOLIS MARKETING LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|SOLISMAR
243276|NECTAR LIFESCIENCES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1995|NECLIFE|NECLIFE
243280|RAJAT SURYA INSTRUMENTS LTD.|020102000000|Private (Indian)|0101012525900000|Other domestic appliances|1986|NA|SURYA MORPHY
243293|SURYA PHARMACEUTICAL LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1992|SURYAPHARM|SURYAPHARM
243328|SURYA ROSHNI LTD.|020101020360|Prakash (Surya Roshni) Group|0101013501500000|Other ferrous metal products|1973|SURYAROSNI|SURYAROSNI
243397|SURYACHAKRA POWER CORPN. LTD.|020101030993|Suryachakra Group|0101030105000000|Conventional electricity|1995|NA|SURYACHAKRA
243398|COCANADA ENERGY & INFRASTRUCTURE LTD. [MERGED]|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1987|NA|SURYACH.SEAF
243406|SAPAN CHEMICALS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|SAPANCHEM
243417|SURYAJYOTI SPINNING MILLS LTD.|020101030992|Suryalakshmi Group|0101016000000000|Diversified manufacturing|1983|SURYAJYOTI|SURYAJYOTI
243437|SURYAKRUPA FINANCE LTD.|020102000000|Private (Indian)|0101040509000000|Transport logistics services|1986|NA|SURYAKR
243438|SURYALAKSHMI COTTON MILLS LTD.|020101030992|Suryalakshmi Group|0101011501000000|Cotton & blended yarn|1962|SURYALAXMI|SURYALAXMI
243440|SURYALATA SPINNING MILLS LTD.|020101030992|Suryalakshmi Group|0101011501000000|Cotton & blended yarn|1983|NA|SURYALA
243455|MYNK1906 INDUSTRIES INDIA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|MEUSEKARA
243460|S F L INTERNATIONAL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|SFLINTER
243495|SURYAVANSHI SPINNING MILLS LTD.|020101030992|Suryalakshmi Group|0101011501000000|Cotton & blended yarn|1978|SURYVANSPG|SURYVANSP
243502|SURYO FOODS & INDS. LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1989|NA|SURFI
243507|SURYODAY ALLO-METAL POWDERS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|NA|SURYODAL
243518|SURYODAYA INVESTMENT & TRDG. CO. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1975|NA|ZSURYODI
243521|SURYODAYA PLASTICS LTD.|020102000000|Private (Indian)|0101012045400000|Plastic furniture, floorings & miscellaneous items|1988|NA|SURYOPLA
243563|SUSHANT CAPITALS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1988|NA|SUSHANT CAP.
243632|SUSHIL PACKAGINGS (INDIA) LTD.|020102000000|Private (Indian)|0101012045050000|Plastic films & flexible packaging|1992|NA|SUSHIL PACK.
243664|SUSHILA PULP & PAPERS LTD.|020102000000|Private (Indian)|0101015001050000|Paper & newsprint|1988|NA|SUSHILA PULP
243711|SUSHREE TRADING LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1983|NA|NA
243733|SUSMIT TRADING LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1983|NA|SUSMIT TRD
243784|S I L INVESTMENTS LTD.|020101010205|Birla K.K. Group|0102040000000000|Other fund based financial services|1934|SILINV|SILINV
243810|SUVARNA APPAREL & FASHION EXPORTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|SUVARNA APPA
243811|SUVARNA AQUA FARM & EXPORTS LTD.|020102000000|Private (Indian)|0101011101702000|Marine foods|1991|SUVARNAQUA|SVRNAQU
243812|KEERTHI INDUSTRIES LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1982|NA|KEERTHI
243849|SUVEN LIFE SCIENCES LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1989|SUVEN|SUVEN
244037|SUYOG TELEMATICS LTD.|020102000000|Private (Indian)|0101040601000000|Telecommunication services|1995|NA|SUYOG
244056|SUZLON ENERGY LTD.|020101030995|Suzlon Group|0101014001100000|Boilers & turbines|1995|SUZLON|SUZLON
244058|KUSH INDUSTRIES LTD.|020101030995|Suzlon Group|0101040401000000|Wholesale trading|1992|SUZLONFIBR|KUSHIND
244068|SWADESHI MILLS CO. LTD.|020101010100|Tata Group|0101011505000000|Cloth|1886|SVADMILLS|SVDSIMI
244074|SVAM SOFTWARES LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1992|NA|SVAMSOF
244088|SVARAJ TRADING & AGENCIES LTD.|020101020354|Parijat Group|0102040000000000|Other fund based financial services|1980|NA|ZSVARAJT
244093|SVARNIM TRADE UDYOG LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|NA|SNIM
244136|SWAD INDUSTRIES & LEASING LTD.|020102000000|Private (Indian)|0101014001050000|Industrial machinery|1991|NA|SWAD IND.
244171|SWADESHI INDUSTRIES & LEASING LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1983|NA|SWADEIN
244186|SWADESHI POLYTEX LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1970|NA|SWADPOL
244270|SWAGTAM TRADING & SERVICES LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1984|NA|SWAGTAM
244278|SWAIKA VANASPATI PRODUCTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1947|NA|SWAIKA VANAS
244387|SWAN ENERGY LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1909|SWANENERGY|SWANENERGY
244479|S A L AUTOMOTIVE LTD.|020101011300|Mahindra & Mahindra Group|0101014502059000|Other automobile ancillaries|1974|NA|SALAUTO
244486|SWARAJ ENGINES LTD.|020101011300|Mahindra & Mahindra Group|0101014001300000|Engines|1985|SWARAJENG|SWARAJENG
244495|S M L ISUZU LTD.|020402000000|State and Private sector|0101014502010500|Commercial vehicles|1983|SMLISUZU|SMLISUZU
244568|SWARNA SECURITIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1990|NA|SWRNASE
244618|SWARNIMA OIL INDS. LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1991|NA|SWARNIMA OIL
244632|GLOBE TEXTILES (INDIA) LTD.|020102000000|Private (Indian)|0101011590000000|Other textiles|1995|GLOBE|NA
244678|SWASTI VINAYAKA SYNTHETICS LTD.|020101030996|Swasti Vinayaka Group|0101011505000000|Cloth|1981|NA|SWASTIVI
244729|INDRA INDUSTRIES LTD.|020102000000|Private (Indian)|0101012015000000|Fertilisers|1984|NA|INDRAIND
244773|SWASTIK NITRO AROMATICS LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1988|NA|SWASTIK NITR
244811|SWASTIK ROOFING LTD. [MERGED]|020102000000|Private (Indian)|0101013090000000|Other construction materials|1981|NA|SWASTIK ROOF
244812|SWASTIK RUBBER PRODUCTS LTD.|020101011000|T.V.S. Iyengar Group|0101016000000000|Diversified manufacturing|1947|NA|SWASRUB
244814|SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.|020101012501|Piramal Ajay Group|0102040000000000|Other fund based financial services|1940|NA|ZSWASTSA
244830|SWASTIK SURFACTANTS LTD.|020101020421|Sarabhai Group|0102200000000000|Diversified financial services|1971|NA|SWASURF
244856|SWASTIKA INVESTMART LTD.|020102000000|Private (Indian)|0102059000000000|Other fee based financial services|1992|NA|SWASTIKA
245006|SWETAMBER STEEL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1990|NA|SWETAST
245008|SWEDE (INDIA) TELTRONICS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1986|NA|SWEDE(IWD)
245080|SWET-CHEM ANTIBIOTICS LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1992|NA|SWET CHEM AN
245181|JHAGADIA COPPER LTD.|020101030940|Satya Group|0101013505900000|Other non-ferrous metals & metal products|1962|SWIL|JHAGCOP
245202|H L E GLASCOAT LTD.|020102000000|Private (Indian)|0101013501500000|Other ferrous metal products|1991|HLEGLAS|HLEGLAS
245225|SWISSEN INTERSPACE LTD.|020102000000|Private (Indian)|0101012590000000|Other consumer goods|1987|NA|SWISSEN INT.
245240|SWITCHING TECHNOLOGIES GUNTHER LTD.|020202000000|Private (Foreign)|0101014010900000|Other electronics|1988|NA|SWITCHTE
245254|SWOJAS ENERGY FOODS LTD.|020202000000|Private (Foreign)|0102040000000000|Other fund based financial services|1993|NA|SWOEF
245256|PRAVEG COMMUNICATIONS (INDIA) LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1995|NA|PRAVEG
245285|SYBLY INDUSTRIES LTD.|020102000000|Private (Indian)|0101011510000000|Man-made filaments & fibres|1988|NA|SYBLY
245319|LAXMAN INDUSTRIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1962|NA|SYLVANIA
245336|SYMBIOX INVESTMENT & TRDG. CO. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1979|NA|SYMBIOX
245363|SYMPHONY LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1988|SYMPHONY|SYMPHONY
245426|SYNCOM FORMULATIONS (INDIA) LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1988|NA|SYNCOMF
245437|SYNDICATE BANK [MERGED]|010101000000|Central Govt. - Commercial Enterprises|0102010000000000|Banking services|1925|SYNDIBANK|SYNDIBANK
245499|SYNERGY FINANCIAL EXCHANGE LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1934|NA|SYNERGY FIN.
245513|SECURE EARTH TECHNOLOGIES LTD.|020101030998|Globsyn Group|0101040801000000|Computer software|1984|NA|SECEARTH
245515|MULTIBASE INDIA LTD.|020202000000|Private (Foreign)|0101012040000000|Polymers|1991|NA|MULTIBASE
245539|SYNGENE INTERNATIONAL LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1993|SYNGENE|SYNGENE
245544|SYNGENTA INDIA PVT. LTD.|020202000000|Private (Foreign)|0101012020000000|Pesticides|2000|NA|SYGENTA
245599|SYNTHETICS & CHEMICALS LTD.|020101020236|Kilachand Group|0101012053000000|Synthetic rubber|1961|SYNTHCHEM|SYNTHCHEM
245601|SYNTHIKO FOILS LTD.|020102000000|Private (Indian)|0101013505010000|Aluminium & aluminium products|1984|NA|SYNTHFO
245701|SYSTEMATIX CORPORATE SERVICES LTD.|020101030905|Systematix Group|0102059000000000|Other fee based financial services|1985|NA|SYSTMTXC
245704|SYSTEMATIX SECURITIES LTD.|020101030905|Systematix Group|0102040000000000|Other fund based financial services|1986|NA|SYTIXSE
245754|T & I GLOBAL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1991|NA|TIGLOB
245784|MARKSANS PHARMA LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1992|MARKSANS|MARKSANS
245845|T C F C FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1990|NA|TCFCFINQ
245867|T C I INDUSTRIES LTD.|020101020442|TCI-Bhoruka Group|0101060209000000|Other construction & allied activities|1965|TRANSCORP|TCIIND
245886|KYRA LANDSCAPES LTD.|020101031033|Toshniwal Group|0101060101000000|Housing construction|1991|NA|KYRALANDS
245891|T C M LTD.|020101020228|Jatia Group|0101040401000000|Wholesale trading|1943|NA|TCMLMTD
245897|T C N S CLOTHING CO. LTD.|020102000000|Private (Indian)|0101011520000000|Readymade garments|1997|TCNSBRANDS|TCNSBRANDS
245901|T C P LTD.|020101031042|Udyar Group|0101030105000000|Conventional electricity|1971|TCPLTD|NA
245935|T D POWER SYSTEMS LTD.|020102000000|Private (Indian)|0101014005050000|Generators, transformers & switchgears|1999|TDPOWERSYS|TDPOWERSYS
245982|EDUEXEL INFOTAINMENT LTD.|020102000000|Private (Indian)|0101041520010000|Production & distribution of films|1990|NA|EDUEXEL
246040|T I L LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1974|TIL|TIL
246045|INTERWAVE TRADE & SERVICES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1986|NA|T.I. PHARMA
246196|T M T (INDIA) LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1976|TMTINDIA|TMTIND-B1
246273|T P I INDIA LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1982|TPINDIA|TPINDIA
246338|T R C FINANCIAL SERVICES LTD.|020102000000|Private (Indian)|0102059000000000|Other fee based financial services|1994|NA|TRCFIN
246345|T R F LTD.|020101010100|Tata Group|0110000000000000|Diversified|1962|TRF|TRF
246518|T T FINANCE LTD. [MERGED]|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1986|NA|T.T.FINANCE
246523|T T G INDUSTRIES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1987|TTGIND|TTG INDUS.
246534|T T K BIOMED LTD. [MERGED]|020101031003|T.T.K. Group|0101012055000000|Rubber products|1981|NA|TTK BIOMED
246535|T T K HEALTHCARE LTD.|020101031003|T.T.K. Group|0101040401000000|Wholesale trading|1958|TTKHLTCARE|TTKHEALTH
246538|T T K PRESTIGE LTD.|020101031003|T.T.K. Group|0101016000000000|Diversified manufacturing|1955|TTKPRESTIG|TTKPRESTIG
246546|T T LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1978|TTL|TTL
246599|T V S ELECTRONICS LTD. [MERGED]|020101011000|T.V.S. Iyengar Group|0101014010010000|Computers, peripherals & storage devices|1986|TVSELEC|TVS ELECTRON
246602|T V S ELECTRONICS LTD.|020101011000|T.V.S. Iyengar Group|0101043500000000|Diversified non-financial services|1995|TVSELECT|TVSELECT
246611|T V S LAKSHMI CREDIT LTD. [MERGED]|020101011000|T.V.S. Iyengar Group|0102031500000000|Other asset financing services|1956|NA|LAKSH.MOT.CR
246615|T V S MOTOR CO. LTD.|020101011000|T.V.S. Iyengar Group|0101014502011500|Two & three wheelers|1992|TVSMOTOR|TVSMOTOR
246623|T V S SRICHAKRA LTD.|020101011000|T.V.S. Iyengar Group|0101014502052000|Tyres & tubes|1982|TVSSRICHAK|TVSSRICHAK
246626|T V S-SUZUKI LTD. [MERGED]|020101011000|T.V.S. Iyengar Group|0101014502011500|Two & three wheelers|1982|TVSSUZUKI|TVS SUZUKI
246634|T V TODAY NETWORK LTD.|020101030517|India Today Group|0101041520050000|Media-broadcasting|1999|TVTODAY|TVTODAY
246685|UNIVERSAL ARTS LTD.|020102000000|Private (Indian)|0101041520010000|Production & distribution of films|1995|NA|UNIVARTS
246756|TAI CHONBANG TEXTILE INDS. LTD.|020101031006|Tashi Group|0101011501000000|Cotton & blended yarn|1993|NA|TAICHONG
246757|TAI INDUSTRIES LTD.|020101031006|Tashi Group|0101040401000000|Wholesale trading|1983|NA|TAIIND
246780|TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.|020101031009|Tainwala Group|0110000000000000|Diversified|1985|TAINWALCHM|TAINWALCHM
246785|T P L PLASTECH LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1992|TPLPLASTEH|TPLPLAST
246814|TAJ G V K HOTELS & RESORTS LTD.|020101030406|GVK Reddy (Novopan) Group|0101040101000000|Hotels & restaurants|1995|TAJGVK|TAJGVK
246871|MANGAL CREDIT & FINCORP LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1961|NA|MANCREDIT
246950|TALAVADI ROCK & MINERAL PRODUCTS LTD.|020102000000|Private (Indian)|0101013025000000|Granite|1989|NA|TALAVADI ROC
246955|TALBROS AUTOMOTIVE COMPONENTS LTD.|020101031012|Talwar Brothers Group|0101014502059000|Other automobile ancillaries|1956|TALBROAUTO|TALBROAUTO
246956|TALBROS ENGINEERING LTD.|020101031012|Talwar Brothers Group|0101014502059000|Other automobile ancillaries|1986|NA|TALBROSENG
247096|TAMARAI MILLS LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1935|NA|TAMRMIL
247160|TAMIL NADU NEWSPRINT & PAPERS LTD.|010201000000|State Govt. - Commercial Enterprises|0101015001050000|Paper & newsprint|1979|TNPL|TNPL
247205|TAMILNAD HOSPITAL LTD.|020102000000|Private (Indian)|0101041515000000|Health services|1984|NA|TAMIL.HOSP.
247206|TAMILNAD MERCANTILE BANK LTD.|020102000000|Private (Indian)|0102010000000000|Banking services|1921|TMB|TMB
247221|TAMILNADU DADHA PHARMACEUTICALS LTD. [MERGED]|020101030981|Sun Pharmaceutical Group|0101012030000000|Drugs & pharmaceuticals|1973|NA|T.N.DADHA
247227|TAMILNADU EXPLOSIVES LTD.|020102000000|Private (Indian)|NA|NA|1983|NA|NA
247240|TAMILNADU JAI BHARATH MILLS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1989|NA|TAMJAIM
247249|TAMILNADU PETROPRODUCTS LTD.|020101011400|Chidambaram M.A. Group|0101012035000000|Organic chemicals|1984|TNPETRO|TNPETRO
247258|TAMILNADU SPONGE LTD.|020102000000|Private (Indian)|0101013501050000|Sponge iron|1988|NA|TAMIL.SPONGE
247262|TAMILNADU STEEL TUBES LTD.|020102000000|Private (Indian)|0101013501200000|Steel pipes & tubes|1979|NA|TNSTLTU
247266|TAMILNADU TELECOMMUNICATIONS LTD.|010101000000|Central Govt. - Commercial Enterprises|0102040000000000|Other fund based financial services|1988|TNTELE|TNTELE
247375|TANEJA AEROSPACE & AVIATION LTD.|020101020222|Indian Seamless Tubes Group|0101041510000000|Business services & consultancy|1988|TANEJAERO|TANAA
247391|TANFAC INDUSTRIES LTD.|020101010207|Birla Aditya Group|0101012001000000|Inorganic chemicals|1972|TANFACIND|TANFACIND
247452|TANLA PLATFORMS LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1995|TANLA|TANLA
247501|G P T INFRAPROJECTS LTD.|020101031016|Tantia Group|0101060203000000|Infrastructural construction|1980|GPTINFRA|GPTINFRA
247502|TANTIA CONSTRUCTIONS LTD.|020101031016|Tantia Group|0101060203000000|Infrastructural construction|1964|TANTIACONS|TANTIACONS
247512|SOCRUS BIO SCIENCES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1989|NA|SOCRUSBIO
247612|TAPARIA TOOLS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1965|NA|TAPARIA
247683|TAPURIAH STEELS LTD.|020102000000|Private (Indian)|0101013501100000|Steel|1986|NA|NA
247749|TARAI FOODS LTD.|020202000000|Private (Foreign)|0101011150000000|Other agricultural products|1990|NA|TARAI
247825|TARAPUR TRANSFORMERS LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1988|TARAPUR|TARAPUR
247918|S P V GLOBAL TRDG. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|SPVGLOBAL
247926|TARSONS PRODUCTS LTD.|020102000000|Private (Indian)|0101012045400000|Plastic furniture, floorings & miscellaneous items|1983|TARSONS|TARSONS
247992|INERTIA STEEL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|INERTIAST
248022|TASHI INDIA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|TASHIND
248057|TASTY BITE EATABLES LTD.|020202000000|Private (Foreign)|0101011101701000|Processed foods|1985|TASTYBITE|TASTYBIT
248068|TATA ADVANCED MATERIALS LTD. [MERGED]|020101010100|Tata Group|0101014010050000|Communication equipment|1989|TATADVMATL|TATA ADVANCE
248083|TATA CHEMICALS LTD.|020101010100|Tata Group|0101016000000000|Diversified manufacturing|1939|TATACHEM|TATACHEM
248085|TATA COFFEE LTD.|020101010100|Tata Group|0101011101100000|Coffee|1943|TATACOFFEE|TATACOFFEE
248086|DAVY ASHMORE INDIA PVT. LTD.|020101010100|Tata Group|0101060201000000|Industrial construction|1972|NA|TATCP
248092|TATA ELXSI LTD.|020101010100|Tata Group|0101040801000000|Computer software|1989|TATAELXSI|TATAELXSI
248093|TATA MOTORS LTD.|020101010100|Tata Group|0101014502010500|Commercial vehicles|1945|TATAMOTORS|TATAMOTORS
248098|TATA FINANCE LTD. [MERGED]|020101010100|Tata Group|0102200000000000|Diversified financial services|1984|TATAFIN|TATA FINANCE
248110|HONEYWELL AUTOMATION INDIA LTD.|020202000000|Private (Foreign)|0101014010900000|Other electronics|1984|HONAUT|HONAUT
248112|TATA HYDRO-ELECTRIC POWER SUPPLY CO. LTD. [MERGED]|020101010100|Tata Group|0101030105000000|Conventional electricity|1910|TATAHYDRO|TATA HYDRO
248129|INFOMEDIA PRESS LTD.|020101010301|Reliance Group [Mukesh Ambani]|0101012510000000|Books & cards|1955|INFOMEDIA|INFOMEDIA
248131|TATA INFOTECH LTD. [MERGED]|020101010100|Tata Group|0101040801000000|Computer software|1977|TATAINFOTE|TATA INFOTEC
248135|TATA INVESTMENT CORPN. LTD.|020101010100|Tata Group|0102040000000000|Other fund based financial services|1937|TATAINVEST|TATAINVEST
248136|TATA STEEL LTD.|020101010100|Tata Group|0101013501100000|Steel|1907|TATASTEEL|TATASTEEL
248154|TATA METALIKS LTD.|020101010100|Tata Group|0101013501010000|Pig iron|1990|TATAMETALI|TATAMETALI
248155|TATA METALS & STRIPS LTD. [MERGED]|020101010100|Tata Group|0101013501100000|Steel|1903|NA|TATA METALS
248161|TATA OIL MILLS CO. LTD. [MERGED]|020201021300|Uni Lever (F) Group|0101012501000000|Cosmetics, toiletries, soaps & detergents|1917|NA|TATA OIL
248165|TATA POWER CO. LTD.|020101010100|Tata Group|0101030105000000|Conventional electricity|1919|TATAPOWER|TATAPOWER
248173|TATA S S L LTD. [MERGED]|020101010100|Tata Group|0101013501500000|Other ferrous metal products|1958|SPECIALSTL|TATA SSL LTD
248179|TATA STEEL LONG PRODUCTS LTD.|020101010100|Tata Group|0101013501050000|Sponge iron|1982|TATASTLLP|TATASTLLP
248186|TATA CONSUMER PRODUCTS LTD.|020101010100|Tata Group|0101011101050000|Tea|1962|TATACONSUM|TATACONSUM
248191|BLACK BOX LTD.|020101012100|Essar (Ruia) Group|0101043500000000|Diversified non-financial services|1986|BBOX|BBOX
248209|TAYO ROLLS LTD.|020101010100|Tata Group|0102040000000000|Other fund based financial services|1968|TATAYODOGA|TATAYODOGA
248212|TATANAGAR BRICKS LTD.|020102000000|Private (Indian)|0101013010000000|Refractories|1993|NA|TATANAGAR BR
248234|KREON FINNANCIAL SERVICES LTD.|020101031018|Tatia Group|0102059000000000|Other fee based financial services|1994|NA|KREONFIN
248236|TATIA GLOBAL VENTURE LTD.|020101031018|Tatia Group|0102040000000000|Other fund based financial services|1994|NA|TATIAGLOB
248256|TATVA CHINTAN PHARMA CHEM LTD.|020102000000|Private (Indian)|0101012001000000|Inorganic chemicals|1996|TATVA|TATVA
248411|T C I FINANCE LTD.|020101020442|TCI-Bhoruka Group|0102040000000000|Other fund based financial services|1973|TCIFINANCE|TCIFINANCE
248421|TEA ESTATES INDIA LTD. [MERGED]|020202000000|Private (Foreign)|0101011101050000|Tea|1922|NA|NA
248424|TEA TIME LTD. [MERGED]|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1979|NA|TEATIME
248437|TEAKTEX PROCESSING COMPLEX LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1993|NA|TEAKTEX PROC
248553|VIRTUAL GLOBAL EDUCATION LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|VIRTUALG
248696|TECHNO ELECTRIC & ENGG. CO. LTD. [MERGED]|020102000000|Private (Indian)|0101060201000000|Industrial construction|1963|TECHNOELEC|TECHELE
248714|TECHNO FORGE LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1979|NA|TECHFOR
248802|TECHNOCRAFT INDUSTRIES (INDIA) LTD.|020102000000|Private (Indian)|0101016000000000|Diversified manufacturing|1992|TIIL|TIIL
248823|TECHNOFAB ENGINEERING LTD.|020102000000|Private (Indian)|0101013501500000|Other ferrous metal products|1971|TECHNOFAB|TECHNOFAB
248835|TECHNOJET CONSULTANTS LTD.|020101012000|Wadia (Bombay Dyeing) Group|0102040000000000|Other fund based financial services|1982|NA|TECHCON
248868|TECHNOLOGY PLASTICS LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1984|NA|TECHNO PLAST
248974|TECHTRAN POLYLENSES LTD.|020102000000|Private (Indian)|0101015090000000|Miscellaneous manufactured articles|1987|NA|TECPO
248979|TECIL CHEMICALS & HYDRO POWER LTD.|020101030960|Somani B.D. Group|0102040000000000|Other fund based financial services|1945|TECILCHEM|TRELCHE-B
249065|TEEM LABORATORIES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1985|NA|TEEM
249081|TEESTA AGRO INDS. LTD.|020102000000|Private (Indian)|0101012015000000|Fertilisers|1986|NA|TEEAI
249099|TEGA INDUSTRIES LTD.|020102000000|Private (Indian)|0101012055000000|Rubber products|1976|TEGA|TEGA
